cell_type,gene_id,gene_name,gene_biotype,FC,FDR
Neu-mat,ENSG00000021645,NRXN3,protein_coding,1.11722865243228,2.63417937680776E-137
Neu-mat,ENSG00000198626,RYR2,protein_coding,1.67787918262399,1.97243470208057E-134
Neu-mat,ENSG00000145526,CDH18,protein_coding,1.70377331488908,1.09230457684673E-132
Neu-mat,ENSG00000133083,DCLK1,protein_coding,1.46475119532758,1.36422939483843E-132
Neu-mat,ENSG00000174473,GALNTL6,protein_coding,1.73677140115434,2.50421534987512E-132
Neu-mat,ENSG00000113448,PDE4D,protein_coding,1.09551954359667,1.07391064306368E-129
Neu-mat,ENSG00000053108,FSTL4,protein_coding,1.41919163088531,2.07060153407096E-128
Neu-mat,ENSG00000052126,PLEKHA5,protein_coding,1.53068563594287,4.75987392333133E-127
Neu-mat,ENSG00000139220,PPFIA2,protein_coding,1.22409656514238,3.44164305781025E-126
Neu-mat,ENSG00000225206,MIR137HG,lincRNA,1.42702205478778,4.2914536094555E-124
Neu-mat,ENSG00000107518,ATRNL1,protein_coding,1.37674574257151,6.59468053154421E-123
Neu-mat,ENSG00000151474,FRMD4A,protein_coding,1.15574417190125,3.6229063084816E-122
Neu-mat,ENSG00000183049,CAMK1D,protein_coding,1.53824479961312,1.09464756610768E-119
Neu-mat,ENSG00000176406,RIMS2,protein_coding,1.23194042957511,2.67899892828336E-118
Neu-mat,ENSG00000236824,BCYRN1,lincRNA,1.66864380376808,3.61330876343724E-118
Neu-mat,ENSG00000166206,GABRB3,protein_coding,1.45499933502475,3.7073236488998E-118
Neu-mat,ENSG00000154162,CDH12,protein_coding,1.62983328211541,4.82785768908226E-117
Neu-mat,ENSG00000186487,MYT1L,protein_coding,1.39643819647938,1.45540594545108E-116
Neu-mat,ENSG00000184611,KCNH7,protein_coding,1.62819188674662,9.65992237216218E-116
Neu-mat,ENSG00000165379,LRFN5,protein_coding,1.52531610960873,3.37081596603262E-114
Neu-mat,ENSG00000169933,FRMPD4,protein_coding,1.51549043342458,1.86387659775487E-113
Neu-mat,ENSG00000149970,CNKSR2,protein_coding,1.46374837147693,3.29377549927023E-113
Neu-mat,ENSG00000171617,ENC1,protein_coding,1.48232702973305,1.30414642190599E-112
Neu-mat,ENSG00000163046,ANKRD30BL,protein_coding,1.44669276947309,2.80085409024968E-112
Neu-mat,ENSG00000152413,HOMER1,protein_coding,1.43893677880345,1.23750156692626E-108
Neu-mat,ENSG00000234423,LINC01250,lincRNA,1.19184456312419,2.44679085792613E-106
Neu-mat,ENSG00000144619,CNTN4,protein_coding,1.51056451883038,3.32785405882271E-106
Neu-mat,ENSG00000206052,DOK6,protein_coding,1.48014959672518,8.77195561215087E-106
Neu-mat,ENSG00000183775,KCTD16,protein_coding,1.45420197598926,6.47304195799929E-105
Neu-mat,ENSG00000116254,CHD5,protein_coding,1.30709388681477,1.68826992727828E-104
Neu-mat,ENSG00000183454,GRIN2A,protein_coding,1.37261275105428,1.91534205119906E-103
Neu-mat,ENSG00000184613,NELL2,protein_coding,1.37806981257806,7.46366364503223E-102
Neu-mat,ENSG00000119042,SATB2,protein_coding,1.25805501736774,2.29247117258036E-101
Neu-mat,ENSG00000177707,PVRL3,protein_coding,1.27199631029204,1.03869480070682E-99
Neu-mat,ENSG00000182732,RGS6,protein_coding,1.41391576859025,8.71734730101742E-99
Neu-mat,ENSG00000164100,NDST3,protein_coding,1.19245349104905,1.01143346333571E-97
Neu-mat,ENSG00000273079,GRIN2B,protein_coding,1.24799804186302,6.90747427747702E-97
Neu-mat,ENSG00000151067,CACNA1C,protein_coding,1.38961836765256,1.01855031718499E-96
Neu-mat,ENSG00000033122,LRRC7,protein_coding,1.0099625488144,5.66832168134113E-96
Neu-mat,ENSG00000111249,CUX2,protein_coding,1.05695220336058,1.89034616917149E-93
Neu-mat,ENSG00000146147,MLIP,protein_coding,1.10532297342238,4.96801791029413E-91
Neu-mat,ENSG00000188580,NKAIN2,protein_coding,1.2111133206095,5.55251631951989E-91
Neu-mat,ENSG00000154556,SORBS2,protein_coding,1.34089290657372,1.1813187707791E-90
Neu-mat,ENSG00000113100,CDH9,protein_coding,1.25893689273634,1.61957360829597E-90
Neu-mat,ENSG00000132932,ATP8A2,protein_coding,1.41483977860733,1.99236011143716E-90
Neu-mat,ENSG00000166501,PRKCB,protein_coding,1.1847224418028,3.70138738699103E-89
Neu-mat,ENSG00000224363,RP11-289H16.1,lincRNA,1.20960755410757,1.30634950880425E-87
Neu-mat,ENSG00000143473,KCNH1,protein_coding,1.31470714894413,3.72088595649053E-86
Neu-mat,ENSG00000157168,NRG1,protein_coding,1.37689534656221,6.3239509996961E-86
Neu-mat,ENSG00000198673,FAM19A2,protein_coding,1.35201035471039,6.91347284206826E-85
Neu-mat,ENSG00000182230,FAM153B,protein_coding,1.04546614890107,8.1741170021E-85
Neu-mat,ENSG00000185274,WBSCR17,protein_coding,1.30760446211709,1.03433298192317E-84
Neu-mat,ENSG00000156113,KCNMA1,protein_coding,1.05878081046717,3.11903620829823E-84
Neu-mat,ENSG00000175806,MSRA,protein_coding,1.21158134866655,2.48440432750659E-83
Neu-mat,ENSG00000125851,PCSK2,protein_coding,1.14780524507475,3.13842306951154E-79
Neu-mat,ENSG00000149571,KIRREL3,protein_coding,1.24302643095031,1.2548259243646E-78
Neu-mat,ENSG00000134343,ANO3,protein_coding,1.04486450792263,1.96233791600269E-77
Neu-mat,ENSG00000198010,DLGAP2,protein_coding,1.0508358109716,1.96233791600269E-77
Neu-mat,ENSG00000205035,RP11-707M1.1,transcribed_unprocessed_pseudogene,1.0237574956106,1.96233791600269E-77
Neu-mat,ENSG00000117069,ST6GALNAC5,protein_coding,1.19667358895852,4.03417782882946E-77
Neu-mat,ENSG00000164796,CSMD3,protein_coding,1.07285087973933,1.37479717550765E-76
Neu-mat,ENSG00000198216,CACNA1E,protein_coding,1.06626871634248,6.0125154595347E-76
Neu-mat,ENSG00000132938,MTUS2,protein_coding,1.2140638940235,1.43975338889365E-75
Neu-mat,ENSG00000070808,CAMK2A,protein_coding,1.10540729189497,6.18079573215675E-75
Neu-mat,ENSG00000152402,GUCY1A2,protein_coding,1.15501633231496,6.59529737313248E-75
Neu-mat,ENSG00000237515,SHISA9,protein_coding,1.21240075035033,1.26073917746064E-74
Neu-mat,ENSG00000111885,MAN1A1,protein_coding,1.00821061593422,2.23629148201443E-74
Neu-mat,ENSG00000101489,CELF4,protein_coding,1.14751241115132,2.31526426819819E-74
Neu-mat,ENSG00000198108,CHSY3,protein_coding,1.19324247287981,2.45555660841598E-74
Neu-mat,ENSG00000151952,TMEM132D,protein_coding,1.22740034290444,3.26049032415818E-74
Neu-mat,ENSG00000168959,GRM5,protein_coding,1.08536667470094,9.38429428394267E-74
Neu-mat,ENSG00000109670,FBXW7,protein_coding,1.11592559276532,1.21232045857488E-73
Neu-mat,ENSG00000157445,CACNA2D3,protein_coding,1.18643011278165,2.90019829817679E-73
Neu-mat,ENSG00000196277,GRM7,protein_coding,1.09456848964552,1.12354920217487E-72
Neu-mat,ENSG00000155093,PTPRN2,protein_coding,1.13410880520434,3.18937718576151E-70
Neu-mat,ENSG00000116106,EPHA4,protein_coding,1.06119330407965,3.0412212549541E-69
Neu-mat,ENSG00000162105,SHANK2,protein_coding,1.05609605454322,3.55258590852696E-68
Neu-mat,ENSG00000144218,AFF3,protein_coding,1.14675088385994,4.05130339161386E-68
Neu-mat,ENSG00000125675,GRIA3,protein_coding,1.10434817252627,1.03886101421145E-67
Neu-mat,ENSG00000153233,PTPRR,protein_coding,1.01416902951096,7.03534998140844E-67
Neu-mat,ENSG00000175471,MCTP1,protein_coding,1.11363145873621,2.44291070551492E-66
Neu-mat,ENSG00000261115,TMEM178B,protein_coding,1.09942216713078,8.47652283180128E-66
Neu-mat,ENSG00000002746,HECW1,protein_coding,1.06098150244995,1.11352216981235E-65
Neu-mat,ENSG00000160460,SPTBN4,protein_coding,1.0774267617962,9.87078220056456E-65
Neu-mat,ENSG00000182348,ZNF804B,protein_coding,1.06563191233759,1.75058085145576E-63
Neu-mat,ENSG00000173406,DAB1,protein_coding,1.05532709724358,6.54279913775638E-62
Neu-mat,ENSG00000176884,GRIN1,protein_coding,1.02594905231912,9.0737201640742E-61
Neu-mat,ENSG00000058404,CAMK2B,protein_coding,1.00465058480096,1.95822006355691E-60
Neu-mat,ENSG00000079841,RIMS1,protein_coding,1.0570463050341,2.40954873035128E-59
Neu-mat,ENSG00000186260,MKL2,protein_coding,1.0074867146413,1.44524433708815E-58
Neu-mat,ENSG00000182674,KCNB2,protein_coding,1.00282527013786,3.23434063444609E-57
Neu-mat,ENSG00000169851,PCDH7,protein_coding,1.06308892446613,1.71074409688779E-56
Neu-mat,ENSG00000183098,GPC6,protein_coding,1.10884909126691,3.28429665022399E-56
Neu-mat,ENSG00000185070,FLRT2,protein_coding,1.01771295950218,1.74491151873943E-55
Neu-mat,ENSG00000155511,GRIA1,protein_coding,1.0134233413776,1.23231227125983E-52
IN-PV,ENSG00000006128,TAC1,protein_coding,1.5394351763514,0
IN-PV,ENSG00000029534,ANK1,protein_coding,1.35636502220344,0
IN-PV,ENSG00000041515,MYO16,protein_coding,2.00111661808774,0
IN-PV,ENSG00000106714,CNTNAP3,protein_coding,1.66754088997318,0
IN-PV,ENSG00000110693,SOX6,protein_coding,2.13440174552634,0
IN-PV,ENSG00000114279,FGF12,protein_coding,1.20135538955848,0
IN-PV,ENSG00000122584,NXPH1,protein_coding,3.19238996883285,0
IN-PV,ENSG00000128683,GAD1,protein_coding,1.86639010779321,0
IN-PV,ENSG00000145147,SLIT2,protein_coding,2.36204199302833,0
IN-PV,ENSG00000151136,BTBD11,protein_coding,1.8576637896141,0
IN-PV,ENSG00000151789,ZNF385D,protein_coding,3.61737942632315,0
IN-PV,ENSG00000155974,GRIP1,protein_coding,2.21792839238743,0
IN-PV,ENSG00000166006,KCNC2,protein_coding,2.66737939196153,0
IN-PV,ENSG00000169282,KCNAB1,protein_coding,2.07331760669823,0
IN-PV,ENSG00000170396,ZNF804A,protein_coding,2.90025118525309,0
IN-PV,ENSG00000170579,DLGAP1,protein_coding,1.36035150508707,0
IN-PV,ENSG00000174469,CNTNAP2,protein_coding,1.93327203482338,0
IN-PV,ENSG00000175497,DPP10,protein_coding,2.69931912984289,0
IN-PV,ENSG00000178568,ERBB4,protein_coding,4.47073225946776,0
IN-PV,ENSG00000181234,TMEM132C,protein_coding,1.95858220682952,0
IN-PV,ENSG00000188730,VWC2,protein_coding,2.11385833143605,0
IN-PV,ENSG00000198597,ZNF536,protein_coding,1.84831021227696,0
IN-PV,ENSG00000256248,RP11-123O10.4,lincRNA,2.6676824049311,0
IN-PV,ENSG00000224078,SNHG14,processed_transcript,1.11922613866698,0
IN-PV,ENSG00000244694,PTCHD4,protein_coding,1.7398593533883,4.14077989679526E-305
IN-PV,ENSG00000120549,KIAA1217,protein_coding,2.30944222766899,5.68698282708786E-305
IN-PV,ENSG00000136750,GAD2,protein_coding,1.63475587039631,5.57685023284004E-296
IN-PV,ENSG00000173482,PTPRM,protein_coding,2.01354482886964,2.19229457579278E-295
IN-PV,ENSG00000154529,CNTNAP3B,protein_coding,1.5180633273119,1.32549486071737E-279
IN-PV,ENSG00000188158,NHS,protein_coding,1.43461196142274,2.36280336623797E-278
IN-PV,ENSG00000236107,AC010127.3,antisense,1.41671740498341,3.68812293874233E-276
IN-PV,ENSG00000009694,TENM1,protein_coding,1.75989292609678,6.35797317924327E-275
IN-PV,ENSG00000196104,SPOCK3,protein_coding,2.04607318983831,2.97450735472197E-273
IN-PV,ENSG00000128739,SNRPN,protein_coding,1.71115203842354,5.63478266728772E-263
IN-PV,ENSG00000146555,SDK1,protein_coding,2.05876700193761,7.96068031918128E-262
IN-PV,ENSG00000171094,ALK,protein_coding,1.58274239673248,4.18284962167613E-261
IN-PV,ENSG00000182836,PLCXD3,protein_coding,1.37763705066516,9.8360659993016E-261
IN-PV,ENSG00000145730,PAM,protein_coding,1.72411561795151,2.0282266158293E-259
IN-PV,ENSG00000133107,TRPC4,protein_coding,1.18805253360378,4.08220871892514E-250
IN-PV,ENSG00000157103,SLC6A1,protein_coding,1.33223243066349,5.41333304705009E-242
IN-PV,ENSG00000231764,DLX6-AS1,antisense,1.09422928798483,2.98666083644767E-241
IN-PV,ENSG00000203727,SAMD5,protein_coding,1.34064152083478,1.03025369588065E-238
IN-PV,ENSG00000255864,RP11-444D3.1,lincRNA,1.64514892138248,1.00391035687024E-231
IN-PV,ENSG00000144642,RBMS3,protein_coding,1.55256143552252,5.5635535344244E-226
IN-PV,ENSG00000140470,ADAMTS17,protein_coding,1.32354208704623,1.75550560026243E-225
IN-PV,ENSG00000181804,SLC9A9,protein_coding,1.67182184025365,6.99299795262423E-225
IN-PV,ENSG00000198673,FAM19A2,protein_coding,1.76081308343978,2.92710534365093E-223
IN-PV,ENSG00000109790,KLHL5,protein_coding,1.26747646324007,1.37746529431779E-217
IN-PV,ENSG00000118922,KLF12,protein_coding,1.55991931336574,1.66809857535287E-210
IN-PV,ENSG00000156299,TIAM1,protein_coding,1.51708251192718,3.86362219590843E-205
IN-PV,ENSG00000107105,ELAVL2,protein_coding,1.55143451249624,2.64860538353024E-200
IN-PV,ENSG00000148219,ASTN2,protein_coding,1.47021936761032,3.50924941274874E-199
IN-PV,ENSG00000227681,RP11-307P5.1,lincRNA,1.03899736111857,1.48532792308624E-194
IN-PV,ENSG00000113319,RASGRF2,protein_coding,1.48165453945605,6.54285780540148E-186
IN-PV,ENSG00000149972,CNTN5,protein_coding,2.12802301225418,6.49331239992777E-184
IN-PV,ENSG00000164588,HCN1,protein_coding,1.14785715746952,8.08446572376814E-181
IN-PV,ENSG00000155897,ADCY8,protein_coding,1.14736668280058,1.22744992001581E-180
IN-PV,ENSG00000151572,ANO4,protein_coding,1.46162604003911,5.62636920441952E-176
IN-PV,ENSG00000109819,PPARGC1A,protein_coding,1.06035405732191,8.76251182757749E-169
IN-PV,ENSG00000182256,GABRG3,protein_coding,1.38586838999409,4.61195924528582E-166
IN-PV,ENSG00000162849,KIF26B,protein_coding,1.28842445355337,3.2856814145174E-164
IN-PV,ENSG00000218336,TENM3,protein_coding,1.63018285877505,1.73665213160958E-161
IN-PV,ENSG00000189337,KAZN,protein_coding,1.27830105289855,4.59226416456142E-148
IN-PV,ENSG00000180287,PLD5,protein_coding,1.19288584405016,2.35321957831601E-139
IN-PV,ENSG00000184408,KCND2,protein_coding,1.15577219598544,2.67888535987732E-139
IN-PV,ENSG00000070882,OSBPL3,protein_coding,1.15786940244421,2.49740836468228E-138
IN-PV,ENSG00000242593,RP5-921G16.1,antisense,1.19386572478169,1.30251175549358E-134
IN-PV,ENSG00000168993,CPLX1,protein_coding,1.05229976797759,3.8024993207258E-134
IN-PV,ENSG00000156687,UNC5D,protein_coding,1.36819623788286,4.03400345588437E-132
IN-PV,ENSG00000109452,INPP4B,protein_coding,1.26173167926139,1.15159280161538E-127
IN-PV,ENSG00000152578,GRIA4,protein_coding,1.20808898205154,2.2118419065235E-126
IN-PV,ENSG00000171877,FRMD5,protein_coding,1.17492897662357,2.47122284800113E-126
IN-PV,ENSG00000071242,RPS6KA2,protein_coding,1.16749329680101,2.93184785815907E-118
IN-PV,ENSG00000129682,FGF13,protein_coding,1.03505455998115,4.98008118492734E-116
IN-PV,ENSG00000064763,FAR2,protein_coding,1.00404855566423,6.27383531612124E-116
IN-PV,ENSG00000187957,DNER,protein_coding,1.04831805038482,1.54425716860355E-115
IN-PV,ENSG00000165061,ZMAT4,protein_coding,1.21190181217988,5.79348449620412E-111
IN-PV,ENSG00000248905,FMN1,protein_coding,1.2153731114893,1.17936042367691E-110
IN-PV,ENSG00000185532,PRKG1,protein_coding,1.33856245945748,1.02207148066213E-109
IN-PV,ENSG00000221866,PLXNA4,protein_coding,1.1251614631719,7.22799506999863E-106
IN-PV,ENSG00000080224,EPHA6,protein_coding,1.41549564996505,1.16679240898798E-103
IN-PV,ENSG00000164100,NDST3,protein_coding,1.15357420302358,4.04190883401046E-101
IN-PV,ENSG00000237515,SHISA9,protein_coding,1.05332525320209,4.15817880742958E-99
IN-PV,ENSG00000183783,KCTD8,protein_coding,1.04497771217458,1.20260446755631E-92
IN-PV,ENSG00000183166,CALN1,protein_coding,1.06096213049577,3.57064639444463E-84
IN-PV,ENSG00000113100,CDH9,protein_coding,1.14318078549757,2.1475814304596E-83
IN-PV,ENSG00000155052,CNTNAP5,protein_coding,1.08079360182151,2.92019387148095E-79
IN-PV,ENSG00000152583,SPARCL1,protein_coding,1.04590859298736,1.08184597586333E-77
IN-PV,ENSG00000185053,SGCZ,protein_coding,1.20952500335119,8.32458528336556E-54
IN-SST,ENSG00000021645,NRXN3,protein_coding,1.66138112300844,0
IN-SST,ENSG00000078328,RBFOX1,protein_coding,1.50495654351233,0
IN-SST,ENSG00000110693,SOX6,protein_coding,2.19815101551184,0
IN-SST,ENSG00000120549,KIAA1217,protein_coding,3.18691316676556,0
IN-SST,ENSG00000122584,NXPH1,protein_coding,3.28742315629685,0
IN-SST,ENSG00000155974,GRIP1,protein_coding,2.16698601412267,0
IN-SST,ENSG00000157005,SST,protein_coding,3.31169049496892,0
IN-SST,ENSG00000163630,SYNPR,protein_coding,2.94822733094094,0
IN-SST,ENSG00000164418,GRIK2,protein_coding,1.92120371570408,0
IN-SST,ENSG00000169855,ROBO1,protein_coding,2.7977252804715,0
IN-SST,ENSG00000171189,GRIK1,protein_coding,5.12292434722967,0
IN-SST,ENSG00000174469,CNTNAP2,protein_coding,1.67049331523865,0
IN-SST,ENSG00000185008,ROBO2,protein_coding,2.81915132408123,0
IN-SST,ENSG00000188517,COL25A1,protein_coding,1.78083898882143,0
IN-SST,ENSG00000196104,SPOCK3,protein_coding,2.82919860310638,0
IN-SST,ENSG00000198785,GRIN3A,protein_coding,1.90239021157839,0
IN-SST,ENSG00000206579,XKR4,protein_coding,1.7764115331669,0
IN-SST,ENSG00000224078,SNHG14,processed_transcript,1.24263501520021,0
IN-SST,ENSG00000256248,RP11-123O10.4,lincRNA,2.6463028762688,0
IN-SST,ENSG00000113100,CDH9,protein_coding,2.326700474171,0
IN-SST,ENSG00000188803,SHISA6,protein_coding,1.79533431465903,0
IN-SST,ENSG00000170579,DLGAP1,protein_coding,1.1957828292236,0
IN-SST,ENSG00000116729,WLS,protein_coding,1.61603348077408,0
IN-SST,ENSG00000128683,GAD1,protein_coding,1.64225216555103,0
IN-SST,ENSG00000107105,ELAVL2,protein_coding,1.88440880826264,3.43358230395402E-302
IN-SST,ENSG00000114805,PLCH1,protein_coding,1.62340742789142,1.26072380348864E-293
IN-SST,ENSG00000162849,KIF26B,protein_coding,1.83514383390184,5.44776715188933E-290
IN-SST,ENSG00000163873,GRIK3,protein_coding,1.45146511074599,1.54320041815975E-275
IN-SST,ENSG00000079102,RUNX1T1,protein_coding,1.69304329547733,1.46125500984968E-257
IN-SST,ENSG00000156299,TIAM1,protein_coding,1.7140328154576,2.28382659062587E-257
IN-SST,ENSG00000168952,STXBP6,protein_coding,1.52681413408724,2.34468283612106E-252
IN-SST,ENSG00000152208,GRID2,protein_coding,1.9873661530054,2.86714491956404E-249
IN-SST,ENSG00000151789,ZNF385D,protein_coding,2.15182589072268,5.63951237099529E-241
IN-SST,ENSG00000156273,BACH1,protein_coding,1.36720659038855,8.86695436434783E-241
IN-SST,ENSG00000169213,RAB3B,protein_coding,1.11226646226761,1.05670193984911E-233
IN-SST,ENSG00000218336,TENM3,protein_coding,1.90597750637387,1.90231921811193E-233
IN-SST,ENSG00000102290,PCDH11X,protein_coding,1.82881570366623,2.19805103418559E-228
IN-SST,ENSG00000144642,RBMS3,protein_coding,1.59981872512732,7.20108170152564E-224
IN-SST,ENSG00000173482,PTPRM,protein_coding,1.6661946862205,3.37827147190399E-221
IN-SST,ENSG00000164830,OXR1,protein_coding,1.11267922281142,7.64055556093262E-219
IN-SST,ENSG00000009694,TENM1,protein_coding,1.55020985601112,4.56692201439687E-215
IN-SST,ENSG00000178573,MAF,protein_coding,1.04328840289958,6.74750459039487E-214
IN-SST,ENSG00000128739,SNRPN,protein_coding,1.52659638556988,1.36411624875187E-203
IN-SST,ENSG00000187416,LHFPL3,protein_coding,1.14606283289186,3.46898559223681E-203
IN-SST,ENSG00000150275,PCDH15,protein_coding,1.76529464684785,2.65357709030335E-202
IN-SST,ENSG00000185052,SLC24A3,protein_coding,1.38884091606098,2.88608310601016E-198
IN-SST,ENSG00000228956,SATB1-AS1,processed_transcript,1.39442096644888,2.90930070652083E-195
IN-SST,ENSG00000145934,TENM2,protein_coding,1.49168919573379,1.75923403775101E-187
IN-SST,ENSG00000186472,PCLO,protein_coding,1.10927201570726,1.48710668482584E-185
IN-SST,ENSG00000163618,CADPS,protein_coding,1.10592813583366,1.63895115093008E-185
IN-SST,ENSG00000072657,TRHDE,protein_coding,1.68361010677718,1.34230485505921E-180
IN-SST,ENSG00000133019,CHRM3,protein_coding,1.48525750936907,1.69218587699422E-180
IN-SST,ENSG00000182050,MGAT4C,protein_coding,1.69013886865451,5.82076568233507E-177
IN-SST,ENSG00000117114,ADGRL2,protein_coding,1.52916160665525,6.19160920234807E-176
IN-SST,ENSG00000166342,NETO1,protein_coding,1.51104820630285,9.22447622981294E-175
IN-SST,ENSG00000171208,NETO2,protein_coding,1.43433702614861,3.5799197626952E-174
IN-SST,ENSG00000113319,RASGRF2,protein_coding,1.45906796645211,1.9426854334012E-170
IN-SST,ENSG00000228214,LINC00693,antisense,1.10544436803135,1.19528040234184E-168
IN-SST,ENSG00000133687,TMTC1,protein_coding,1.33667397392859,1.66213729975136E-168
IN-SST,ENSG00000166006,KCNC2,protein_coding,1.49425750325723,1.82014758742234E-166
IN-SST,ENSG00000155511,GRIA1,protein_coding,1.27810282709235,7.6554205159723E-166
IN-SST,ENSG00000148219,ASTN2,protein_coding,1.43153351504184,3.02882999176385E-163
IN-SST,ENSG00000182132,KCNIP1,protein_coding,1.07204708293848,1.70009264603823E-157
IN-SST,ENSG00000119866,BCL11A,protein_coding,1.33582953244004,1.01102596495018E-154
IN-SST,ENSG00000117069,ST6GALNAC5,protein_coding,1.51974179912988,6.3937346318627E-151
IN-SST,ENSG00000145730,PAM,protein_coding,1.37798090025516,1.29052841670744E-147
IN-SST,ENSG00000157445,CACNA2D3,protein_coding,1.51042860600466,1.62612262220393E-147
IN-SST,ENSG00000183023,SLC8A1,protein_coding,1.1868762588002,5.07769871495383E-144
IN-SST,ENSG00000173406,DAB1,protein_coding,1.32254292016031,2.63465325234853E-141
IN-SST,ENSG00000125675,GRIA3,protein_coding,1.16889884296182,1.98410082929795E-140
IN-SST,ENSG00000106123,EPHB6,protein_coding,1.05452906090923,2.20555695847178E-139
IN-SST,ENSG00000107242,PIP5K1B,protein_coding,1.07821926840867,9.41492244112885E-134
IN-SST,ENSG00000152932,RAB3C,protein_coding,1.23664939423094,3.89776917267157E-133
IN-SST,ENSG00000233723,LINC01122,lincRNA,1.22344253001912,1.57413079659227E-129
IN-SST,ENSG00000132938,MTUS2,protein_coding,1.15822268617594,1.1287849305799E-125
IN-SST,ENSG00000183098,GPC6,protein_coding,1.41080387381551,5.19997609408876E-125
IN-SST,ENSG00000140945,CDH13,protein_coding,1.39293290082514,2.64459806690694E-119
IN-SST,ENSG00000137766,UNC13C,protein_coding,1.04593042055148,1.28142099579521E-118
IN-SST,ENSG00000196730,DAPK1,protein_coding,1.04768492436444,6.28087281536405E-118
