"IlmnID"	"CETS.seqnames"	"CETS.start"	"CETS.end"	"CETS.strand"	"neuron"	"glia"	"region_type"	"symbol"	"CpG_Gene_Region"	"Endothelial_Genes"	"GabaPV_Genes"	"GabaRelnCalb_Genes"	"GabaVIPReln_Genes"	"Microglia_Genes"	"Microglia_activation_Genes"	"Microglia_deactivation_Genes"	"Oligo_Genes"	"OligoPrecursors_Genes"	"Pyramidal_Genes"	"Astrocyte_Genes"
"cg26284390"	"chr3"	101546697	101546697	"+"	0.745708566250909	0.0761078605669943	"Promoters"	"NFKBIZ"	"cg26284390_NFKBIZ_Promoters"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA
"cg01855735"	"chr3"	101546709	101546709	"+"	0.685567378732486	0.0726010848211252	"Promoters"	"NFKBIZ"	"cg01855735_NFKBIZ_Promoters"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA
"cg07327299"	"chr17"	37896063	37896063	"+"	0.669633742829157	0.240659855607564	"Up1to5Kb"	"GRB7"	"cg07327299_GRB7_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25038082"	"chr17"	37896074	37896074	"+"	0.717186714870461	0.296149392817866	"Up1to5Kb"	"GRB7"	"cg25038082_GRB7_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16045390"	"chr17"	37896620	37896620	"+"	0.593492718710536	0.315863700698069	"Up1to5Kb"	"GRB7"	"cg16045390_GRB7_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06492744"	"chr11"	65406254	65406254	"+"	0.499968101936153	0.0609292696798773	"Up1to5Kb"	"SIPA1"	"cg06492744_SIPA1_Up1to5Kb"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg24040989"	"chr5"	149979572	149979572	"+"	0.839362975534352	0.517270412325956	"Up1to5Kb"	"SYNPO"	"cg24040989_SYNPO_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07805981"	"chr12"	56075321	56075321	"+"	0.68500121177418	0.222049738909587	"Promoters"	"METTL7B"	"cg07805981_METTL7B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07530577"	"chr12"	56075471	56075471	"+"	0.372385352879138	0.113623764259361	"Promoters"	"METTL7B"	"cg07530577_METTL7B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25678745"	"chr12"	56075511	56075511	"+"	0.491632774897472	0.196690757720654	"Promoters"	"METTL7B"	"cg25678745_METTL7B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01641174"	"chr15"	91497412	91497412	"+"	0.541118152260021	0.809532334830457	"Promoters"	"RCCD1"	"cg01641174_RCCD1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12820608"	"chr12"	53626390	53626390	"-"	0.451044250683163	0.127257297541686	"Up1to5Kb"	"RARG"	"cg12820608_RARG_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08530610"	"chr1"	991567	991567	"+"	0.592608374802152	0.854834450801273	"Up1to5Kb"	"AL390719.1"	"cg08530610_AL390719.1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21870038"	"chr17"	33390736	33390736	"-"	0.638781109385127	0.100938778972856	"Promoters"	"RFFL"	"cg21870038_RFFL_Promoters"	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"cg18710162"	"chr17"	33390808	33390808	"-"	0.684107314631919	0.0578355211183493	"Promoters"	"RFFL"	"cg18710162_RFFL_Promoters"	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"cg26680127"	"chr16"	46783018	46783018	"-"	0.683264358596721	0.323237118487689	"Promoters"	"MYLK3"	"cg26680127_MYLK3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23044903"	"chr15"	75118427	75118427	"+"	0.769951166378018	0.535951905795719	"Promoters"	"CPLX3"	"cg23044903_CPLX3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23547429"	"chr11"	57195025	57195025	"-"	0.466732780636478	0.210816468990256	"Up1to5Kb"	"SLC43A3"	"cg23547429_SLC43A3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06471748"	"chr7"	73185168	73185168	"-"	0.477320996373084	0.219216597213243	"Up1to5Kb"	"CLDN3"	"cg06471748_CLDN3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00777968"	"chr6"	32811647	32811647	"+"	0.395181088877585	0.0950813126210552	"Promoters"	"PSMB9"	"cg00777968_PSMB9_Promoters"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA
"cg09623773"	"chr7"	154863381	154863381	"-"	0.197908571057065	0.688775047923592	"Promoters"	"HTR5A-AS1"	"cg09623773_HTR5A-AS1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12023844"	"chr17"	15602157	15602157	"+"	0.39027104169387	0.721741071022004	"Up1to5Kb"	"ZNF286A"	"cg12023844_ZNF286A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02483271"	"chr7"	42277950	42277950	"-"	0.520910601951243	0.223766991168911	"Up1to5Kb"	"GLI3"	"cg02483271_GLI3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg16691944"	"chr3"	44519652	44519652	"-"	0.258345862830278	0.545326525352784	"Up1to5Kb"	"ZNF445"	"cg16691944_ZNF445_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23106115"	"chr8"	96036568	96036568	"+"	0.488374267608179	0.714188359453229	"Promoters"	"NDUFAF6"	"cg23106115_NDUFAF6_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16268563"	"chr6"	31513680	31513680	"-"	0.449145220226345	0.75731109513605	"Up1to5Kb"	"DDX39B"	"cg16268563_DDX39B_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07707586"	"chr15"	55562699	55562699	"-"	0.837168474741845	0.383743256367246	"Up1to5Kb"	"RAB27A"	"cg07707586_RAB27A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02535219"	"chr16"	11876908	11876908	"-"	0.407873320127286	0.118368496599897	"Up1to5Kb"	"ZC3H7A"	"cg02535219_ZC3H7A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10406027"	"chr16"	11876912	11876912	"-"	0.436813168147772	0.0859456773603401	"Up1to5Kb"	"ZC3H7A"	"cg10406027_ZC3H7A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07336964"	"chr16"	8806359	8806359	"+"	0.151645259466545	0.703532627233721	"Promoters"	"ABAT"	"cg07336964_ABAT_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07068062"	"chr19"	46002528	46002528	"+"	0.34979141960281	0.10433317062588	"Promoters"	"PPM1N"	"cg07068062_PPM1N_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01005968"	"chr19"	45996460	45996460	"+"	0.18130132644326	0.597267144315985	"Up1to5Kb"	"PPM1N"	"cg01005968_PPM1N_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18725681"	"chr20"	42940213	42940213	"-"	0.320567951752774	0.651832168005339	"Promoters"	"FITM2"	"cg18725681_FITM2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22776856"	"chr16"	3072572	3072572	"-"	0.336542387938803	0.754327889121463	"Up1to5Kb"	"CLDN6"	"cg22776856_CLDN6_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21090298"	"chr13"	113622686	113622686	"+"	0.24868128200472	0.659968450595096	"Promoters"	"MCF2L"	"cg21090298_MCF2L_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19975218"	"chr2"	173599732	173599732	"+"	0.290802590638172	0.82874955859329	"Promoters"	"RAPGEF4"	"cg19975218_RAPGEF4_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07012460"	"chr7"	1127709	1127709	"+"	0.761545397460169	0.173300677448521	"Promoters"	"GPER1"	"cg07012460_GPER1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24575275"	"chr7"	1094737	1094737	"+"	0.676332910742143	0.227141770758841	"Promoters"	"GPR146"	"cg24575275_GPR146_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11421182"	"chr20"	36153479	36153479	"-"	0.463493715554851	0.854524707450524	"Promoters"	"BLCAP"	"cg11421182_BLCAP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22935317"	"chr14"	23447078	23447078	"-"	0.783942495439208	0.366042646470984	"Up1to5Kb"	"AJUBA"	"cg22935317_AJUBA_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20222376"	"chr19"	15530606	15530606	"-"	0.0833436458096043	0.318357430926949	"Promoters"	"AKAP8L"	"cg20222376_AKAP8L_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26608718"	"chr19"	15530737	15530737	"-"	0.149443876903705	0.487555722935112	"Promoters"	"AKAP8L"	"cg26608718_AKAP8L_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19657351"	"chr6"	10521558	10521558	"+"	0.787926296082817	0.343791591131446	"Promoters"	"GCNT2"	"cg19657351_GCNT2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03608093"	"chr11"	691457	691457	"+"	0.441298979442031	0.884131101783846	"Up1to5Kb"	"TMEM80"	"cg03608093_TMEM80_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08266839"	"chr11"	691488	691488	"+"	0.368018665148322	0.910582475180767	"Up1to5Kb"	"TMEM80"	"cg08266839_TMEM80_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04141218"	"chr11"	691531	691531	"+"	0.497755109659525	0.931081120773913	"Up1to5Kb"	"TMEM80"	"cg04141218_TMEM80_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24567694"	"chr7"	154719693	154719693	"+"	0.766272286593263	0.3101744752387	"Promoters"	"PAXIP1-AS2"	"cg24567694_PAXIP1-AS2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21301440"	"chr17"	74534550	74534550	"+"	0.527248634202758	0.240158452587224	"Up1to5Kb"	"PRCD"	"cg21301440_PRCD_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07152925"	"chr21"	48024683	48024683	"-"	0.851995840007669	0.145795378656927	"Up1to5Kb"	"S100B"	"cg07152925_S100B_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22894517"	"chr11"	124733038	124733038	"+"	0.566524159308942	0.111550808020961	"Up1to5Kb"	"ROBO3"	"cg22894517_ROBO3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15417285"	"chr11"	124733557	124733557	"+"	0.515373448129281	0.0990325468994283	"Up1to5Kb"	"ROBO3"	"cg15417285_ROBO3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15405572"	"chr12"	78224552	78224552	"+"	0.835935443083084	0.170026430866699	"Promoters"	"NAV3"	"cg15405572_NAV3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14528835"	"chr11"	111742798	111742798	"-"	0.36799309271246	0.682102804495342	"Promoters"	"ALG9"	"cg14528835_ALG9_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23035923"	"chr22"	25615557	25615557	"+"	0.832081612232067	0.549838635993895	"Promoters"	"CRYBB2"	"cg23035923_CRYBB2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20558112"	"chr13"	45968589	45968589	"-"	0.775044804960015	0.245763664505426	"Up1to5Kb"	"RCN1P2"	"cg20558112_RCN1P2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09285543"	"chr14"	101296134	101296134	"+"	0.464962303242389	0.888917557530055	"Up1to5Kb"	"MEG3"	"cg09285543_MEG3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24183098"	"chr14"	101296297	101296297	"+"	0.538156420899598	0.80898001926311	"Up1to5Kb"	"MEG3"	"cg24183098_MEG3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11035687"	"chr14"	101297249	101297249	"+"	0.725649680511409	0.915399557880755	"Up1to5Kb"	"MEG3"	"cg11035687_MEG3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13322849"	"chr17"	37771901	37771901	"+"	0.757741184413912	0.423797223202392	"Up1to5Kb"	"AC087491.1"	"cg13322849_AC087491.1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00338116"	"chr13"	43566313	43566313	"-"	0.387263626465424	0.0956407799235355	"Up1to5Kb"	"EPSTI1"	"cg00338116_EPSTI1_Up1to5Kb"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg24351694"	"chr8"	144655447	144655447	"-"	0.691110466302311	0.461818905045371	"Up1to5Kb"	"MROH6"	"cg24351694_MROH6_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23122263"	"chr8"	110656166	110656166	"-"	0.108763571635109	0.499575862101313	"Up1to5Kb"	"SYBU"	"cg23122263_SYBU_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02386604"	"chr8"	110656245	110656245	"-"	0.299359669121745	0.804436513072833	"Up1to5Kb"	"SYBU"	"cg02386604_SYBU_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01395254"	"chr2"	2336428	2336428	"-"	0.0969359400871479	0.592703585695649	"Up1to5Kb"	"MYT1L"	"cg01395254_MYT1L_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03954861"	"chr12"	6561352	6561352	"-"	0.530656933822577	0.143007668457956	"Promoters"	"CD27-AS1"	"cg03954861_CD27-AS1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16639692"	"chr5"	43037666	43037666	"+"	0.295711733572788	0.697897056364695	"Up1to5Kb"	"AC025171.2"	"cg16639692_AC025171.2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16380885"	"chr5"	17219936	17219936	"-"	0.16294421431667	0.75280682415732	"Up1to5Kb"	"BASP1-AS1"	"cg16380885_BASP1-AS1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11582223"	"chr11"	308126	308126	"+"	0.842527068183701	0.328424347384786	"Promoters"	"IFITM2"	"cg11582223_IFITM2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08416522"	"chr21"	30451568	30451568	"+"	0.768167116892783	0.418624680990194	"Up1to5Kb"	"MAP3K7CL"	"cg08416522_MAP3K7CL_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26210267"	"chr4"	668877	668877	"+"	0.386560020880354	0.177633132758721	"Up1to5Kb"	"MYL5"	"cg26210267_MYL5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19382657"	"chr18"	501234	501234	"-"	0.386635750999781	0.145149175338631	"Up1to5Kb"	"COLEC12"	"cg19382657_COLEC12_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23656110"	"chr21"	45232531	45232531	"-"	0.75316540489504	0.411938282272918	"Up1to5Kb"	"AATBC"	"cg23656110_AATBC_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17232217"	"chr4"	1203104	1203104	"-"	0.433053607745358	0.882675851361082	"Promoters"	"SPON2"	"cg17232217_SPON2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16021018"	"chr3"	46449313	46449313	"+"	0.295758807042334	0.827900993157493	"Promoters"	"CCRL2"	"cg16021018_CCRL2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24535622"	"chr1"	6546574	6546574	"-"	0.517813211852548	0.172057510394269	"Up1to5Kb"	"PLEKHG5"	"cg24535622_PLEKHG5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14514120"	"chr12"	64801624	64801624	"+"	0.810248636049127	0.289035929323109	"Up1to5Kb"	"XPOT"	"cg14514120_XPOT_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02569142"	"chr1"	2720831	2720831	"-"	0.805683511777924	0.483389893134757	"Up1to5Kb"	"TTC34"	"cg02569142_TTC34_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19811108"	"chr1"	117636534	117636534	"+"	0.434021996189234	0.922125061221046	"Promoters"	"MIR942"	"cg19811108_MIR942_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17663774"	"chr11"	124716366	124716366	"-"	0.762696750929078	0.443276083030083	"Up1to5Kb"	"AP000866.1"	"cg17663774_AP000866.1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26532826"	"chr22"	31003127	31003127	"-"	0.452827373206068	0.144397714334919	"Promoters"	"PES1"	"cg26532826_PES1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02111168"	"chr22"	31003283	31003283	"-"	0.569821759272127	0.0900204398703924	"Promoters"	"PES1"	"cg02111168_PES1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01195214"	"chr16"	1362243	1362243	"+"	0.654100439246211	0.370819387611966	"Up1to5Kb"	"UBE2I"	"cg01195214_UBE2I_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24396429"	"chr2"	40739661	40739661	"-"	0.276641017940534	0.920208369272603	"Promoters"	"SLC8A1"	"cg24396429_SLC8A1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15135286"	"chr2"	33359281	33359281	"+"	0.713850843585662	0.246822805016512	"Promoters"	"LTBP1"	"cg15135286_LTBP1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16985778"	"chr1"	32708234	32708234	"-"	0.814417365922962	0.194592015393815	"Up1to5Kb"	"MTMR9LP"	"cg16985778_MTMR9LP_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04680436"	"chr2"	242842668	242842668	"-"	0.679276063063523	0.211245567497534	"Promoters"	"FAM240C"	"cg04680436_FAM240C_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05140624"	"chr6"	129251445	129251445	"-"	0.455359551941371	0.773057509006089	"Promoters"	"MESTP1"	"cg05140624_MESTP1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24260327"	"chr12"	125023590	125023590	"-"	0.728402730661954	0.460159886920703	"Up1to5Kb"	"NCOR2"	"cg24260327_NCOR2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16598600"	"chr1"	50891456	50891456	"-"	0.361659065556464	0.66786292462742	"Up1to5Kb"	"DMRTA2"	"cg16598600_DMRTA2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18364770"	"chr5"	168310523	168310523	"-"	0.808242928943103	0.373531343874788	"Up1to5Kb"	"SLIT3"	"cg18364770_SLIT3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16077125"	"chr6"	166959444	166959444	"-"	0.339300928669238	0.810494801524413	"Up1to5Kb"	"RPS6KA2"	"cg16077125_RPS6KA2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22717080"	"chr6"	166959505	166959505	"-"	0.373543715709856	0.848865004278178	"Up1to5Kb"	"RPS6KA2"	"cg22717080_RPS6KA2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04709129"	"chr6"	166959552	166959552	"-"	0.535335797776672	0.930902030278463	"Up1to5Kb"	"RPS6KA2"	"cg04709129_RPS6KA2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23942508"	"chr19"	45201924	45201924	"+"	0.732081547061253	0.417436651341787	"Up1to5Kb"	"CEACAM16"	"cg23942508_CEACAM16_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14264795"	"chr12"	114845180	114845180	"-"	0.439602522323786	0.822606192096077	"Up1to5Kb"	"TBX5"	"cg14264795_TBX5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05409391"	"chr11"	1886783	1886783	"+"	0.335306866001419	0.956274201071742	"Up1to5Kb"	"LSP1"	"cg05409391_LSP1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05003723"	"chr11"	1886799	1886799	"+"	0.261633908930018	0.921593550814874	"Up1to5Kb"	"LSP1"	"cg05003723_LSP1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06818532"	"chr3"	107318032	107318032	"+"	0.754696223202795	0.256172942349511	"Promoters"	"BBX"	"cg06818532_BBX_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26986147"	"chr22"	30957711	30957711	"-"	0.711670623817332	0.427899751168759	"Up1to5Kb"	"GAL3ST1"	"cg26986147_GAL3ST1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"cg20533899"	"chr11"	76381105	76381105	"-"	0.744580418271767	0.435906372748804	"Promoters"	"LRRC32"	"cg20533899_LRRC32_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12783491"	"chr2"	20212831	20212831	"-"	0.463696656269474	0.172183988366672	"Promoters"	"MATN3"	"cg12783491_MATN3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03896589"	"chr2"	56410288	56410288	"+"	0.319546640858083	0.768606604369122	"Promoters"	"CCDC85A"	"cg03896589_CCDC85A_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17611074"	"chr2"	56410300	56410300	"+"	0.369277954183292	0.830328436149445	"Promoters"	"CCDC85A"	"cg17611074_CCDC85A_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20005056"	"chr2"	26398994	26398994	"+"	0.713041857040177	0.410869055634558	"Up1to5Kb"	"GAREM2"	"cg20005056_GAREM2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23896816"	"chr22"	39473253	39473253	"+"	0.610853668286824	0.217721292825529	"Promoters"	"APOBEC3G"	"cg23896816_APOBEC3G_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07686441"	"chr15"	52570517	52570517	"-"	0.361733590084907	0.802144241541914	"Up1to5Kb"	"MIR1266"	"cg07686441_MIR1266_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07567679"	"chr15"	52570612	52570612	"-"	0.342429709635454	0.900802728615222	"Up1to5Kb"	"MIR1266"	"cg07567679_MIR1266_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24603926"	"chr12"	120151679	120151679	"-"	0.469987371950878	0.875022956989718	"Up1to5Kb"	"MIR1178"	"cg24603926_MIR1178_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21913981"	"chr12"	120151706	120151706	"-"	0.290311558524751	0.82991191670381	"Up1to5Kb"	"MIR1178"	"cg21913981_MIR1178_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10024406"	"chr12"	120152022	120152022	"-"	0.449510438582461	0.917604357086342	"Up1to5Kb"	"MIR1178"	"cg10024406_MIR1178_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13038544"	"chr12"	57588198	57588198	"+"	0.550390157678641	0.81747555318679	"Promoters"	"MIR1228"	"cg13038544_MIR1228_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07124859"	"chr12"	57588219	57588219	"+"	0.549127692618125	0.849466042768085	"Promoters"	"MIR1228"	"cg07124859_MIR1228_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03542031"	"chr1"	28906210	28906210	"-"	0.514702659332837	0.828553190460544	"Promoters"	"SNORD99"	"cg03542031_SNORD99_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26328951"	"chr1"	28906514	28906514	"-"	0.670175445007603	0.913303810554552	"Up1to5Kb"	"SNORD99"	"cg26328951_SNORD99_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24352349"	"chr22"	45597767	45597767	"-"	0.249777339062194	0.792869069761298	"Up1to5Kb"	"MIR1249"	"cg24352349_MIR1249_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01636575"	"chr17"	13447853	13447853	"-"	0.755927635941254	0.270547444022775	"Promoters"	"MIR548H3"	"cg01636575_MIR548H3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09637757"	"chr8"	104831516	104831516	"+"	0.123242869968391	0.615548299379719	"Promoters"	"RIMS2"	"cg09637757_RIMS2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14022550"	"chr2"	158184192	158184192	"-"	0.794256214767114	0.232548390963905	"Up1to5Kb"	"ERMN"	"cg14022550_ERMN_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"cg07926733"	"chr2"	74208590	74208590	"+"	0.663014588783979	0.202443170455354	"Up1to5Kb"	"TET3"	"cg07926733_TET3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01207951"	"chr2"	74208655	74208655	"+"	0.745030080695557	0.289826883664992	"Up1to5Kb"	"TET3"	"cg01207951_TET3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
